1523.000000 2.000000 1.000000e-01 4.000000e-03 1.342300e-06 6.711498e-08 4.000000e+00 2.000000e+00 5.000000e+00 5.000000e-01 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 1.375874e-06 6.879369e-08 7.000000e+00 2.000000e+00 6.599540e+00 6.599540e-01 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 1.854649e-06 9.273243e-08 1.300000e+01 2.000000e+00 7.880853e+00 7.880853e-01 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 1.726598e-06 8.632989e-08 1.500000e+01 2.000000e+00 8.981190e+00 8.981190e-01 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 1.806688e-06 9.033441e-08 1.900000e+01 2.000000e+00 9.960707e+00 9.960707e-01 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 1.492898e-06 7.464490e-08 2.000000e+01 2.000000e+00 1.085217e+01 1.085217e+00 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 1.804446e-06 9.022229e-08 2.500000e+01 2.000000e+00 1.167577e+01 1.167577e+00 1
1523.000000 2.000000 1.000000e-01 4.000000e-03 2.411851e-06 1.205926e-07 3.500000e+01 2.000000e+00 1.244498e+01 1.244498e+00 1
1423.000000 2.000000 1.000000e-01 4.000000e-03 2.479586e-06 1.239793e-07 5.000000e+00 2.000000e+00 3.000000e+00 3.000000e-01 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 1.518305e-06 7.591527e-08 8.000000e+00 2.000000e+00 4.926466e+00 4.926466e-01 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 1.091398e-06 5.456989e-08 1.000000e+01 2.000000e+00 6.288095e+00 6.288095e-01 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 9.735787e-07 4.867893e-08 1.200000e+01 2.000000e+00 7.403392e+00 7.403392e-01 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 1.069576e-06 5.347882e-08 1.600000e+01 2.000000e+00 8.371397e+00 8.371397e-01 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 1.035174e-06 5.175868e-08 1.900000e+01 2.000000e+00 9.238526e+00 9.238526e-01 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 1.088677e-06 5.443385e-08 2.300000e+01 2.000000e+00 1.003097e+01 1.003097e+00 2
1423.000000 2.000000 1.000000e-01 4.000000e-03 1.131882e-06 5.659408e-08 2.800000e+01 2.000000e+00 1.076524e+01 1.076524e+00 2
1623.000000 2.000000 1.000000e-01 4.000000e-03 5.996245e-04 2.998123e-05 9.000000e+00 2.000000e+00 2.000000e+00 2.000000e-01 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 9.014626e-05 4.507313e-06 1.100000e+01 2.000000e+00 5.964179e+00 5.964179e-01 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 6.234781e-05 3.117391e-06 1.400000e+01 2.000000e+00 8.194075e+00 8.194075e-01 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 6.210375e-05 3.105187e-06 2.000000e+01 2.000000e+00 9.935506e+00 9.935506e-01 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 6.384254e-05 3.192127e-06 2.500000e+01 2.000000e+00 1.141428e+01 1.141428e+00 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 6.832824e-05 3.416412e-06 3.000000e+01 2.000000e+00 1.272231e+01 1.272231e+00 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 7.345994e-05 3.672997e-06 3.500000e+01 2.000000e+00 1.390786e+01 1.390786e+00 3
1623.000000 2.000000 1.000000e-01 4.000000e-03 8.638669e-05 4.319334e-06 4.000000e+01 2.000000e+00 1.500000e+01 1.500000e+00 3
